hour_utc,base_load_mw,heat_load_mw,cool_load_mw,total_load_mw
0,297.61315250550643,89.68153668380825,0.0,387.2946891893147
1,273.3406431062775,99.10149195205761,0.0,372.4421350583351
2,257.25178380864526,99.94213348248718,0.0,357.19391729113244
3,240.3787374178714,92.53453097248453,0.0,332.91326839035594
4,217.7504564768135,84.86559844064402,0.0,302.6160549174575
5,202.4655535034609,74.2034895297814,0.0,276.6690430332423
6,187.1738353213317,69.21587280734552,0.0,256.3897081286772
7,169.93611414215985,74.82469895393022,0.0,244.7608130960901
8,165.85849751252897,66.61477753776978,0.0,232.47327505029875
9,154.5703286895225,61.019302988521446,0.0,215.58963167804396
10,151.40959702009098,49.995154038560365,0.051982353779671635,201.45673341243102
11,173.83524064985423,40.84614792023151,0.7320905630159057,215.41347913310165
12,174.52788504639318,44.00948436869585,1.0772970253839487,219.61466644047297
13,183.50331766209715,45.33062205488075,2.2774407159259327,231.11138043290384
14,210.02153368422137,43.366450765384094,1.905685902326251,255.2936703519317
15,220.9546595913385,38.25396126124244,2.0266859266679886,261.2353067792489
16,233.77315428846453,44.79654318650384,0.0,278.5696974749684
17,246.62137747528962,49.03232020598244,0.0,295.65369768127204
18,244.45815415146006,51.273484626527136,0.0,295.7316387779872
19,237.59150046518448,58.059177770992505,0.0,295.650678236177
20,228.49039386663625,70.02212696680806,0.0,298.51252083344434
21,224.94456247494406,85.98236101910602,0.0,310.9269234940501
22,261.66952069554793,77.41717454360551,0.0,339.0866952391534
23,247.3134412203916,98.65133992105208,0.0,345.9647811414437
24,269.2212904531561,88.61720762111874,0.0,357.8384980742748
25,240.78049996935025,103.19733504646516,0.0,343.9778350158154
26,244.54904526668815,97.34405609081126,0.0,341.8931013574994
27,234.860309946837,96.87262358746204,0.0,331.73293353429904
28,214.13371517022267,94.43436527476112,0.0,308.5680804449838
29,186.36544370797424,100.63624417574448,0.0,287.0016878837187
30,162.14467989213185,109.86062321737585,0.0,272.0053031095077
31,153.72267050761755,112.89755633762731,0.0,266.6202268452449
32,150.28786872430095,115.674008655292,0.0,265.9618773795929
33,146.5868744963489,120.33486407867093,0.0,266.92173857501984
34,145.6927012365668,131.65654028618223,0.0,277.349241522749
35,175.31057244169034,128.22920006857538,0.0,303.5397725102657
36,201.08717800626076,136.6271739341486,0.0,337.71435194040936
37,219.23703849949234,138.47932892382178,0.0,357.7163674233141
38,233.15238703503084,126.8853428035158,0.0,360.0377298385466
39,242.12831500231545,115.02702057894093,0.0,357.1553355812564
40,253.28613855982485,102.04086359216238,0.0,355.32700215198724
41,255.41173056300937,95.06530631915014,0.0,350.4770368821595
42,256.90662678034914,90.49224552855884,0.0,347.398872308908
43,249.56162422890407,97.03743272675295,0.0,346.59905695565703
44,248.9167587392912,98.88039108793912,0.0,347.7971498272303
45,257.78529224653437,106.4215216329241,0.0,364.2068138794585
46,287.900779240384,100.9531965139195,0.0,388.8539757543035
47,302.15188960104086,101.82062803993796,0.0,403.9725176409788
48,297.61315250550643,116.53132578918544,0.0,414.1444782946919
49,273.3406431062775,130.84113076840484,0.0,404.18177387468234
50,257.25178380864526,132.952082762562,0.0,390.20386657120724
51,240.3787374178714,121.59399446804947,0.0,361.9727318859209
52,217.7504564768135,112.97441533473415,0.0,330.72487181154764
53,186.36544370797424,111.28153934212017,0.0,297.6469830500944
54,162.14467989213185,112.85575941642504,0.0,275.0004393085569
55,153.72267050761755,112.38888435942762,0.0,266.1115548670452
56,150.28786872430095,110.06115406408047,0.0,260.34902278838143
57,146.5868744963489,107.58458558855845,0.0,254.17146008490738
58,145.6927012365668,108.86400826425647,0.0,254.55670950082327
59,175.31057244169034,104.38393875069247,0.0,279.69451119238283
60,201.08717800626076,107.93673284509703,0.0,309.02391085135775
61,219.23703849949234,110.67808047200084,0.0,329.9151189714932
62,233.15238703503084,101.46839570489317,0.0,334.62078273992404
63,242.12831500231545,90.21202352177484,0.0,332.34033852409027
64,253.28613855982485,76.51183649012079,0.0,329.79797504994565
65,255.41173056300937,73.19235140108488,0.0,328.60408196409423
66,256.90662678034914,69.63457969639818,0.0,326.54120647674733
67,249.56162422890407,76.50229965896186,0.0,326.06392388786594
68,248.9167587392912,81.7383012608147,0.0,330.6550600001059
69,257.07119530700487,89.8991143135933,0.0,346.9703096205982
70,287.900779240384,86.62302260546295,0.0,374.52380184584695
71,302.15188960104086,87.25552049178354,0.0,389.4074100928244
72,297.61315250550643,102.28002313385215,0.0,399.89317563935856
73,273.3406431062775,118.47415200534333,0.0,391.81479511162087
74,257.25178380864526,123.26989458132361,0.0,380.5216783899689
75,240.3787374178714,120.6856916316862,0.0,361.0644290495576
76,217.7504564768135,113.51725561953606,0.0,331.26771209634956
77,186.36544370797424,114.2952215166177,0.0,300.6606652245919
78,162.14467989213185,119.07311196630891,0.0,281.21779185844076
79,153.72267050761755,117.16941099560664,0.0,270.8920815032242
80,150.28786872430095,117.16755132645623,0.0,267.4554200507572
81,146.5868744963489,119.82724826936065,0.0,266.4141227657096
82,145.6927012365668,132.02171214155285,0.0,277.7144133781196
83,175.31057244169034,127.85056843517378,0.0,303.1611408768641
84,201.08717800626076,135.81725866729508,0.0,336.90443667355584
85,219.23703849949234,136.6627655932648,0.0,355.8998040927571
86,233.15238703503084,121.517953880762,0.0,354.67034091579285
87,242.12831500231545,100.39404778579946,0.0,342.5223627881149
88,253.28613855982485,83.94105880233788,0.0,337.2271973621627
89,255.41173056300937,75.72154716767419,0.0,331.1332777306836
90,256.90662678034914,70.05459903598367,0.0,326.9612258163328
91,249.56162422890407,72.5199061325504,0.0,322.0815303614545
92,248.9167587392912,73.13093117741595,0.0,322.04768991670716
93,255.8028517626231,78.0788142623929,0.0,333.881666025016
94,287.900779240384,73.18861762492953,0.0,361.0893968653135
95,302.15188960104086,73.46958354221444,0.0,375.6214731432553
96,297.61315250550643,86.2646809459888,0.0,383.87783345149523
97,273.3406431062775,99.40506875716966,0.0,372.7457118634472
98,257.25178380864526,103.7123106903024,0.0,360.96409449894765
99,240.3787374178714,102.50487660302184,0.0,342.8836140208932
100,217.7504564768135,98.28464869161341,0.0,316.0351051684269
101,202.4655535034609,84.24432281892514,0.0,286.70987632238604
102,187.1738353213317,82.08602798909757,0.0,269.2598633104293
103,169.93611414215985,86.19638155587067,0.0,256.13249569803054
104,165.85849751252897,84.31878802149645,0.0,250.17728553402543
105,154.5703286895225,89.76257358351798,0.0,244.33290227304047
106,151.40959702009098,87.03092129181525,0.0,238.44051831190623
107,173.83524064985423,79.06810436676413,0.0,252.90334501661835
108,174.52788504639318,86.54561944617346,0.0,261.07350449256666
109,183.50331766209715,92.64353423349628,0.0,276.14685189559344
110,210.02153368422137,90.53585256644118,0.0,300.55738625066255
111,220.9546595913385,92.47684641606517,0.0,313.43150600740364
112,233.77315428846453,85.80957719988933,0.0,319.58273148835383
113,246.62137747528962,78.74849572508293,0.0,325.3698732003726
114,244.45815415146006,80.58683457805441,0.0,325.04498872951444
115,237.59150046518448,85.42916331728696,0.0,323.02066378247144
116,228.49039386663625,94.21023862918824,0.0,322.7006324958245
117,221.62396984922123,101.98700351053587,0.0,323.6109733597571
118,261.66952069554793,81.89214268301734,0.0,343.5616633785653
119,247.3134412203916,100.67668836464819,0.0,347.99012958503977
120,269.2212904531561,86.50516345241913,0.0,355.7264539055752
121,240.78049996935025,101.85775207683788,0.0,342.63825204618814
122,244.54904526668815,99.23108440510174,0.0,343.7801296717899
123,234.860309946837,96.48545704297726,0.0,331.34576698981425
124,214.13371517022267,93.21553443121311,0.0,307.34924960143576
125,202.4655535034609,88.8767710218171,0.0,291.342324525278
126,187.1738353213317,84.50126992768791,0.0,271.6751052490196
127,169.93611414215985,90.84242227407913,0.0,260.778536416239
128,165.85849751252897,88.88806459615358,0.0,254.74656210868255
129,154.5703286895225,94.912650128082,0.0,249.48297881760453
130,151.40959702009098,95.53923862825629,0.0,246.94883564834726
131,173.83524064985423,85.4999864468729,0.0,259.3352270967271
132,174.52013206143738,93.58740911487719,0.0,268.10754117631456
133,183.50331766209715,97.79585511612342,0.0,281.29917277822057
134,210.02153368422137,90.66735653546444,0.0,300.6888902196858
135,220.9546595913385,83.2616970314694,0.0,304.2163566228079
136,233.77315428846453,74.4410444663143,0.0,308.2141987547788
137,246.62137747528962,66.84400146585283,0.0,313.46537894114243
138,244.45815415146006,66.69037936366641,0.0,311.1485335151265
139,237.59150046518448,72.64180095351296,0.0,310.23330141869747
