hour_utc,base_load_mw,heat_load_mw,cool_load_mw,total_load_mw
0,1045.435363562767,200.5754621936588,0.0,1246.0108257564257
1,954.1929823557422,239.8418040229494,0.0,1194.0347863786915
2,968.518679325354,198.75236080034773,0.0,1167.2710401257018
3,927.1252381050094,169.23611790883632,0.0,1096.3613560138458
4,856.2998745533259,144.53834334558692,0.0,1000.8382178989128
5,754.4587519180901,122.47039689831271,0.0,876.9291488164029
6,708.8691260999927,105.444105885636,0.0,814.3132319856287
7,666.9533919320107,96.98457216174965,1.6451718290280586,765.5831359227884
8,665.400761906015,97.39392969702143,0.0,762.7946916030364
9,658.0372798031372,108.74634842206268,0.0,766.7836282251999
10,671.9565836084756,134.21595181321456,0.0,806.1725354216902
11,712.90954447335,155.7343115707062,0.0,868.6438560440563
12,729.2079846085715,191.67963757074617,0.0,920.8876221793176
13,740.2538733327917,213.24281627667344,0.0,953.4966896094652
14,759.0352254762599,243.61522374416384,0.0,1002.6504492204238
15,802.2210000749558,248.22905416506663,0.0,1050.4500542400224
16,829.5381846689728,241.76922038403558,0.0,1071.3074050530083
17,830.1826845656005,265.74313513617136,0.0,1095.9258197017718
18,838.1272338298105,266.0307019852281,0.0,1104.1579358150386
19,836.1240122459956,271.1067647327474,0.0,1107.230776978743
20,829.1964055380549,286.087326905122,0.0,1115.2837324431769
21,839.9122940390239,302.133668385775,0.0,1142.045962424799
22,951.5606681519043,249.75969694497263,0.0,1201.320365096877
23,955.2209305674186,288.4655556128415,0.0,1243.68648618026
24,932.7820023710235,311.62548078742526,0.0,1244.4074831584487
25,857.4048654021018,358.6296910719635,0.0,1216.0345564740653
26,880.405908079033,315.46120268225593,0.0,1195.867110761289
27,846.09677391149,300.1404868498857,0.0,1146.2372607613756
28,801.5886630033217,277.74992650659635,0.0,1079.3385895099182
29,801.9725404534731,259.0692928003428,0.0,1061.0418332538159
30,757.1341540198297,262.4700506754696,0.0,1019.6042046952994
31,737.2891668733693,259.20884673453867,0.0,996.498013607908
32,725.6758985898908,261.22198793931324,0.0,986.897886529204
33,727.1662769035906,260.11664731604577,0.0,987.2829242196365
34,768.9091848041048,242.30567501389228,0.0,1011.2148598179971
35,833.960241696127,257.78919531682743,0.0,1091.7494370129543
36,926.5663254360073,282.39377756125566,0.0,1208.960102997263
37,969.0464356567252,287.80339608132397,0.0,1256.849831738049
38,981.2511998953846,290.180165793132,0.0,1271.4313656885165
39,996.2145092019592,284.5791722838629,0.0,1280.7936814858222
40,1016.8902624988118,264.8772220468753,0.0,1281.7674845456872
41,1003.9945661714511,261.0316705503711,0.0,1265.0262367218222
42,1004.8295273223033,246.4935489751505,0.0,1251.3230762974538
43,1004.6143727048549,239.13252613192128,0.0,1243.7468988367762
44,990.9864730166644,238.95283739820064,0.0,1229.939310414865
45,995.5781109292598,253.69395699867968,0.0,1249.2720679279394
46,1083.9654480248923,209.85629981152076,0.0,1293.8217478364131
47,1119.6889684101268,205.45959374214826,0.0,1325.148562152275
48,1045.435363562767,270.1989693446855,0.0,1315.6343329074525
49,954.1929823557422,320.65479390923093,0.0,1274.8477762649732
50,968.518679325354,272.3035363285076,0.0,1240.8222156538616
51,927.1252381050094,250.34549933856636,0.0,1177.4707374435757
52,856.2998745533259,238.35494778424638,0.0,1094.6548223375723
53,801.9725404534731,215.18860840049447,0.0,1017.1611488539676
54,757.1341540198297,209.272364501744,0.0,966.4065185215736
55,737.2891668733693,196.09715693596183,0.0,933.3863238093311
56,725.6758985898908,190.17464446622242,0.0,915.8505430561132
57,727.1662769035906,197.24918442189545,0.0,924.4154613254861
58,768.9091848041048,182.2047243645535,0.0,951.1139091686583
59,833.960241696127,199.12747483801877,0.0,1033.0877165341458
60,926.5663254360073,221.73022262939213,0.0,1148.2965480653995
61,969.0464356567252,231.425607482015,0.0,1200.4720431387402
62,981.2511998953846,242.94408122815244,0.0,1224.1952811235371
63,996.2145092019592,243.43979624367927,0.0,1239.6543054456386
64,1016.8902624988118,229.24015750413358,0.0,1246.1304200029454
65,1003.9945661714511,242.24513065028066,0.0,1246.2396968217317
66,1004.8295273223033,234.16450585232397,0.0,1238.9940331746272
67,1004.6143727048549,229.5293592988628,0.0,1234.1437320037176
68,990.9864730166644,231.58270528405185,0.0,1222.5691783007162
69,994.0816750835121,241.30431675112823,0.0,1235.3859918346402
70,1083.9654480248923,199.16354189474694,0.0,1283.1289899196393
71,1119.6889684101268,195.276060731556,0.0,1314.9650291416829
72,1045.435363562767,253.2472128545692,0.0,1298.6825764173361
73,954.1929823557422,300.4243776511701,0.0,1254.6173600069123
74,968.518679325354,254.23240171121756,0.0,1222.7510810365716
75,927.1252381050094,236.0227759667607,0.0,1163.1480140717701
76,856.2998745533259,224.77426105380553,0.0,1081.0741356071314
77,801.9725404534731,207.7595752815587,0.0,1009.7321157350318
78,757.1341540198297,206.4166924703306,0.0,963.5508464901602
79,737.2891668733693,200.99862092945332,0.0,938.2877878028225
80,725.6758985898908,200.40994666775507,0.0,926.0858452576459
81,727.1662769035906,197.90809006094014,0.0,925.0743669645308
82,768.9091848041048,184.38593263070362,0.0,953.2951174348084
83,833.960241696127,194.57180366490675,0.0,1028.5320453610339
84,926.5663254360073,209.53598935010865,0.0,1136.102314786116
85,969.0464356567252,218.3409140275495,0.0,1187.3873496842748
86,981.2511998953846,214.5840179235081,0.0,1195.8352178188927
87,996.2145092019592,195.00108393245512,0.0,1191.2155931344143
88,1016.8902624988118,170.91043705026905,0.0,1187.800699549081
89,1003.9945661714511,152.83035878114683,0.0,1156.824924952598
90,1004.8295273223033,138.16802305068032,0.0,1142.9975503729836
91,1004.6143727048549,133.00502157677798,0.0,1137.6193942816328
92,990.9864730166644,133.55401635979635,0.0,1124.5404893764608
93,992.8226370756379,144.698217252253,0.0,1137.520854327891
94,1083.9654480248923,136.82519583051428,0.0,1220.7906438554066
95,1119.6889684101268,146.56199602189469,0.0,1266.2509644320214
96,1045.435363562767,208.5642535995585,0.0,1253.9996171623254
97,954.1929823557422,264.4806804188143,0.0,1218.6736627745565
98,968.518679325354,244.8145359890027,0.0,1213.3332153143567
99,927.1252381050094,231.82997103139866,0.0,1158.955209136408
100,856.2998745533259,221.44590414030216,0.0,1077.7457786936282
101,754.4587519180901,228.64886934287784,0.0,983.107621260968
102,708.8691260999927,231.29731707657277,0.0,940.1664431765655
103,666.9533919320107,245.34401873158512,0.0,912.2974106635959
104,665.400761906015,236.0292976938198,0.0,901.4300595998347
105,658.0372798031372,241.8811217707575,0.0,899.9184015738947
106,671.9565836084756,230.9529606319782,0.0,902.9095442404538
107,712.90954447335,226.90688890747506,0.0,939.8164333808251
108,729.3423298800366,247.49583977277442,0.0,976.838169652811
109,740.2538733327917,262.138881600355,0.0,1002.3927549331468
110,759.0352254762599,269.0823242663496,0.0,1028.1175497426095
111,802.2210000749558,253.57751711046737,0.0,1055.7985171854232
112,829.5381846689728,244.31692718872765,0.0,1073.8551118577004
113,830.1826845656005,244.7359348618737,0.0,1074.9186194274741
114,838.1272338298105,237.2656336528528,0.0,1075.3928674826634
