puma,state,pop,res_area_gbs_m2,com_area_gbs_m2,ind_area_gbs_m2,hdd65_normals,cdd65_normals,res_area_2019_m2,com_area_2019_m2,frac_sh_res_natgas_acs,frac_sh_res_fok_acs,frac_sh_res_othergas_acs,frac_sh_res_coal_acs,frac_sh_res_wood_acs,frac_sh_res_solar_acs,frac_sh_res_elec_acs,frac_sh_res_other_acs,frac_sh_res_none_acs,frac_natgas_sh_res_2019,frac_fok_sh_res_2019,frac_othergas_sh_res_2019,frac_elec_sh_res_2019,frac_natgas_dhw_res_2019,frac_fok_dhw_res_2019,frac_othergas_dhw_res_2019,frac_elec_dhw_res_2019,frac_natgas_other_res_2019,frac_fok_other_res_2019,frac_othergas_other_res_2019,frac_elec_other_res_2019,frac_natgas_sh_com_2019,frac_fok_sh_com_2019,frac_othergas_sh_com_2019,frac_elec_sh_com_2019,frac_natgas_dhw_com_2019,frac_fok_dhw_com_2019,frac_othergas_dhw_com_2019,frac_elec_dhw_com_2019,frac_natgas_cook_com_2019,frac_fok_cook_com_2019,frac_othergas_cook_com_2019,frac_elec_cook_com_2019,frac_other_sh_com_2019,frac_ff_sh_res_2019,frac_ff_dhw_res_2019,frac_ff_other_res_2019,frac_ff_sh_com_2019,frac_ff_dhw_com_2019,frac_ff_cook_com_2019,timezone
puma_0101000,AL,160097,9613823.324179256,2166189.06686213,836236.7997606809,3042.3994578286915,1648.7943559217224,11618926.593989717,3619223.716749222,0.17072854550168526,0.0038728286232823437,0.16379310344827586,0.00012963443090484831,0.03130671506352087,0.0,0.6245948924034224,0.002268602540834846,0.0033056779880736324,0.17152219347431283,0.006344390195971974,0.16096329309231153,0.5564490802986276,0.18728854813826074,0.0007773544931927198,0.09353368361136194,0.6569124360217697,0.11716768700329064,0.0,0.17075179748002353,0.7456419784299326,0.23280974388346426,0.002885065838844619,0.11380106948948122,0.42935855551717894,0.1899898226118437,0.0016028143549136774,0.06828064169368873,0.49083714776213294,0.10430682554264531,0.0,0.06372859891410948,0.20030121989485022,0.2211455652710309,0.33882987676259635,0.2815995862428154,0.28791948448331417,0.3494958792117901,0.2598732786604461,0.1680354244567548,America/Chicago
puma_0101100,AL,118572,6750859.950419598,1869181.2976134121,446420.6583427556,2924.3307188881017,1775.530057686469,8158850.39336592,3122989.3026032494,0.3080372155587939,0.0008070844075776259,0.06097971079475395,0.0,0.011030153570227554,0.0,0.6154915368232261,0.0007846653962560251,0.002869633449164892,0.30869945330739423,0.003286252615055422,0.05992618037449912,0.5483389373854516,0.3218552548420715,0.00016199805146154868,0.0348223268019952,0.6485927620833066,0.2113999621557232,0.0,0.0687939908600444,0.7394739443031411,0.35983916612718886,0.0006012379787135754,0.0423678174447296,0.4231007336076335,0.3241092591203343,0.0003340210992853197,0.025420690466837762,0.4836832866877103,0.1881957349868958,0.0,0.023725977769048577,0.197381866486702,0.17409104484173443,0.3719118862969488,0.35683957969552826,0.2801939530157676,0.40280822155063206,0.34986397068645736,0.21192171275594437,America/Chicago
puma_0101200,AL,195085,12651971.066518642,2904436.1118648555,555764.6608878617,2702.350508752595,1933.2389778814363,15290724.421931444,4852671.551459371,0.40288835865879696,0.000904181841014693,0.032387291221901295,0.0,0.002926032902172548,0.00013813889237724477,0.5557829963581564,0.0004772070827577546,0.004495793042823056,0.40345981983838075,0.003383109133183494,0.03182774451222978,0.49514483856739444,0.4148122833294252,0.00018148745662294058,0.018494689864246804,0.5940243577586898,0.276494460641542,0.0,0.040439509888577724,0.699018058338339,0.4475895310687394,0.0006735707658048231,0.0225022195765621,0.38205593321313563,0.4167573188493202,0.00037420598100267955,0.01350133174593726,0.4367614017101666,0.24614516345991494,0.0,0.012601242962874777,0.17823394574839121,0.14717874537575804,0.43867067348379407,0.43348846065029495,0.31693397053011974,0.47076532141110633,0.43063285657626016,0.25874640642278973,America/Chicago
puma_0101301,AL,100833,5706926.990125152,1894324.8553867894,313928.75267656794,2725.2340206083327,1993.8233415647655,6897189.96694623,3164998.6368801882,0.5619759624120655,0.0030111881213820313,0.00879993769955611,0.000389377774316642,0.0016873036887054486,0.0,0.41876281701840457,0.0012460088778132544,0.004127404407756405,0.5623951700038716,0.005484887571257591,0.008647903491095626,0.37307411127955126,0.5707230128235956,0.0006044059378028969,0.005025184646128283,0.46879985070149205,0.38567319526903576,0.0,0.017048444123314573,0.6061791996580027,0.5947674651533909,0.002243186267295012,0.006114068911128089,0.2878656236324063,0.5721498353014871,0.0012462145929416737,0.003668441346676853,0.32908425796314345,0.3433399405953288,0.0,0.00342387859023173,0.1342929699162727,0.10900965603577972,0.576527961066225,0.5763526034075268,0.40272163939235034,0.603124720331814,0.5770644912411057,0.34676381918556054,America/Chicago
puma_0101302,AL,102098,6102150.405684794,5348162.114569785,577111.2704047246,2678.0,2058.0,7374842.998291635,8935598.2181691,0.4822698237139697,0.001715459449698666,0.009119021285240277,0.00020314651378010518,0.0011511635780872627,0.0,0.49897298151366726,0.00031600568810238584,0.006252398257454349,0.48276531346289164,0.004192373823617646,0.008961474353617598,0.4445330245797299,0.4926085530140372,0.00034432716776994086,0.005207396610616682,0.5421049533388961,0.3309724193456142,0.0,0.017364872379256203,0.6605260860960781,0.5210283142033005,0.0012779324720168476,0.006335763552373248,0.34300363514089205,0.4942950108099964,0.0007099624844538043,0.0038014581314239487,0.39211731961834073,0.294643372136728,0.0,0.003548027589329019,0.160015552652333,0.12835435463141742,0.4959191616401269,0.49816027679242386,0.34833729172487043,0.5286420102276905,0.49880643142587416,0.298191399726057,America/Chicago
puma_0101303,AL,170145,11209590.640057804,4031733.2063588025,476303.39047239785,2743.8619706720738,1960.6616415410385,13547514.490716405,6736136.131088632,0.5626665885592104,0.00023432236899915057,0.010500571160774436,0.0004247092938109604,0.0006150962186227703,0.0,0.4237573591869014,0.0003807738496236197,0.0014205793620573504,0.5630851351924865,0.0027149116968775574,0.010319155555423972,0.3775237288316232,0.5713998476232202,4.703320598851416e-05,0.005996327562110224,0.47336442713133003,0.386147158589037,0.0,0.01873492535980769,0.6095632821835723,0.5954063894137579,0.00017455857922874763,0.007295644341484103,0.2912989680881761,0.572824420450805,9.697698846041537e-05,0.004377386604890462,0.3330092129414484,0.3437618795325683,0.0,0.004085560831231097,0.13589466871550018,0.1058244395773531,0.576119202444788,0.5774432083913189,0.4048820839488447,0.6028765923344708,0.5772987840441559,0.3478474403637994,America/Chicago
puma_0101304,AL,174673,10395868.50375658,2270867.7423619614,417973.84275103005,3011.7207925666817,1777.7350706749182,12564078.71799842,3794118.674351276,0.44992796994044526,0.0020346635379383067,0.020034752647290332,0.0,0.002108921331293719,0.0,0.5229382323674869,0.0010841637829890247,0.0018712963925563988,0.45045441221587607,0.004510785912019306,0.019688617496744207,0.46588357028371324,0.46091254467611303,0.000408397839719341,0.01144080047262378,0.5640071048258706,0.3087768328436189,0.0,0.028189765893646197,0.6767638880605591,0.49110764715850935,0.0015157237352458456,0.013919855172283535,0.35947781002504525,0.46270435304642615,0.0008420687418032477,0.00835191310337012,0.41095038328498246,0.2748840747716165,0.0,0.007795118896478779,0.16770096449205346,0.13397896390891606,0.4746538156246396,0.4727617429884562,0.3369665987372651,0.5065432260660387,0.47189833489159955,0.2826791936680953,America/Chicago
puma_0101305,AL,110717,6670441.151091225,1857705.904473922,244790.59328379555,2760.806759576217,1941.8396542536377,8061659.078873678,3103816.4540071543,0.5203393007779549,0.0018511575592839067,0.023760427406504827,0.0,0.005694066922860624,0.0,0.443715437248102,0.0006795388508763708,0.0039600712344174714,0.5207983564218236,0.004327735243026397,0.02334992475333116,0.3953043003936945,0.529917807792385,0.000371564503956132,0.013568338670697245,0.4916043717808393,0.35709876254091744,0.0,0.03188443656664938,0.6230859997685533,0.5562478212784723,0.0013790208542929434,0.01650839988657589,0.30501853523718414,0.5314802578149451,0.0007661226968294131,0.009905039931945532,0.3486932446706839,0.31790196835415807,0.0,0.009244703936482497,0.14229502105753164,0.12084622274347467,0.5484760164181812,0.5438577109670384,0.38898319910756685,0.5741352420193412,0.5421514204437201,0.3271466722906406,America/Chicago
puma_0101400,AL,121750,7075491.303341812,1734685.4712655253,499784.6315525571,3193.9470800821355,1737.5895523613963,8551188.356372202,2898276.4684519917,0.20142108878584922,0.0035634552636098233,0.08854971664090674,0.0003005323716297441,0.017280611368710286,0.0003005323716297441,0.6831744805083291,0.0011806628885454233,0.004228919800789971,0.20218536269209583,0.00603578444442154,0.08701986648303807,0.6086373999946425,0.2173681816267819,0.0007152570459238717,0.050566116678910186,0.7104490762407366,0.13823138372891158,0.0,0.0961345663631469,0.7853329358336496,0.26120457167515626,0.002654597982334277,0.06152305710422006,0.46962729232149586,0.21996947800121153,0.0014747766568523764,0.03691383426253204,0.5368718468802319,0.12305847453253128,0.0,0.03445291197836323,0.21908709711072094,0.20499048091679362,0.29524101361955546,0.26864955535161594,0.2343659500920585,0.3253822267617106,0.258358088920596,0.15751138651089452,America/Chicago
puma_0101500,AL,103773,6162485.767715659,963250.9560823124,282523.716616882,2502.6070654216414,2204.772011987704,7447762.18130754,1609379.697629299,0.2141651279345819,0.0032181482458454235,0.06684252176206805,0.0,0.021471907148509627,0.0,0.6908467422843577,0.0016882089158533368,0.001767343708783962,0.2149172052545616,0.005691334192319608,0.06568770109917729,0.6154725871871819,0.22985773074000346,0.0006459469917230651,0.038170271828649814,0.7174608551155454,0.14697737043985473,0.0,0.07460801305527857,0.7905313236201457,0.2729945622812965,0.0023973613272248026,0.04644121335853068,0.4749013527945643,0.23241751459467122,0.0013318674040137795,0.02786472801511841,0.5429010846034857,0.13084446172225042,0.0,0.02600707948077718,0.22154751331293762,0.20326551023838368,0.2862962405460585,0.2686739495603763,0.2215853834951333,0.32183313696705196,0.2616141100138034,0.1568515412030276,America/Chicago
puma_0101600,AL,110629,5812704.844888092,2500336.3202791126,308019.2845327924,2338.0,2348.0,7025029.338267861,4177510.0099236146,0.3368493410448469,0.00016592395941974022,0.008628045889826491,0.0,0.0031288518062008155,0.00016592395941974022,0.6493789703233147,0.0,0.0016829430169716508,0.3374840043666958,0.0026466829954294047,0.008478981410939706,0.5785291157460934,0.350092021232588,3.33042713555307e-05,0.004927026214496199,0.6795629241129446,0.23117316464467702,0.0,0.016877982752051088,0.7624345816699416,0.3864943485900644,0.00012360514593646508,0.005994640978132788,0.44639560789294036,0.3522521726974168,6.866952552025839e-05,0.003596784586879673,0.5103136856974723,0.20579854029256667,0.0,0.003356998947754361,0.20824922123411999,0.16099179739292613,0.34860966877306493,0.3550523517184397,0.24805114739672812,0.3926125947141336,0.35591762680981676,0.20915553924032104,America/Chicago
puma_0101700,AL,136921,7436606.106716233,1927095.278905218,339554.1078060391,2534.502107054433,2047.7805157718685,8987618.926284784,3219750.7800888224,0.25166365472520463,0.0015945572446050813,0.13951312852131392,6.378228978420326e-05,0.01915594769852238,0.0,0.5839268629743808,0.0006803444243648347,0.0034017221218241734,0.25237984436377137,0.004071771597535526,0.13710279690434649,0.5202180962662906,0.26660743674443854,0.0003200596668014235,0.07966865849675193,0.6197454000218257,0.17271188154447153,0.0,0.14667387412344682,0.7180871069127328,0.3076858617543921,0.001187866307028411,0.09693169553114109,0.4014025690309729,0.26904507264300936,0.0006599257261268951,0.05815901731868465,0.4588782255665856,0.15375423513221068,0.0,0.054281749497439004,0.18725939709989958,0.1927920073764655,0.3935544128656534,0.3465961549079919,0.3193857556679184,0.40580542359256155,0.3278640156878209,0.20803598462964967,America/Chicago
puma_0101800,AL,131013,8162887.634714092,1735995.1286171991,495747.33953528624,2773.5761718302765,1790.113912359842,9865377.074716143,2900464.6167630064,0.1281711846992808,0.0014423456887694619,0.1437801311941832,0.0,0.019817434600490003,0.0,0.7023828341104876,0.0012645222476882953,0.0031415474591006084,0.1290055618721455,0.003919937704555748,0.14129607969464192,0.6257500450482115,0.1455810296923858,0.00028950775026854287,0.08210532078332389,0.7280038380488233,0.0879613963063842,0.0,0.15090536792147236,0.7983476730361966,0.19343832653087667,0.0010744762237753724,0.09989634701807223,0.4828314844415286,0.14842093080236748,0.0005969312354307625,0.05993780821084334,0.5519667085417013,0.07830635095459233,0.0,0.05594195433012045,0.22524702045540135,0.22275936578574707,0.27422157927134316,0.2279758582259782,0.23886676422785658,0.29440914977272425,0.2089556702486416,0.13424830528471277,America/Chicago
puma_0101900,AL,140247,7893840.877397691,1708308.623937879,512517.27801412897,2523.4164295849464,1921.2985233195718,9540216.686575029,2854206.5795943327,0.16858409283330844,0.00038182512409316535,0.03467968192307054,0.00038182512409316535,0.003951059979746667,0.00013280873881501402,0.78611152613842,0.0013280873881501402,0.00444909275030297,0.1693797931381409,0.0028620484724542657,0.03408053018235977,0.7003436003913719,0.18518691877177101,7.663997163296401e-05,0.019803754422172484,0.8045245683256658,0.11569599075997399,0.0,0.042712823916789065,0.8550785592759247,0.23082582995159365,0.00028444083874802753,0.02409493934307647,0.5403881995246806,0.18789517860005472,0.00015802268819334867,0.014456963605845882,0.6177648008423023,0.10299666941317348,0.0,0.013493166032122823,0.2520979591316062,0.20440659034190123,0.20632237179295493,0.20506731316557647,0.15840881467676304,0.2552052101334182,0.20251016489409396,0.1164898354452963,America/Chicago
puma_0102000,AL,196534,11622578.773090677,4038940.247589802,672469.3689788823,2270.719534533465,2141.589144880784,14046637.330828248,6748177.505938984,0.4870988123944243,0.0004900001289474023,0.011811582055679488,0.0,0.0022178953204987687,0.0,0.495480393547472,0.00037394746682828075,0.0025273690861497594,0.4875896805962578,0.0029699550766536403,0.011607516460011479,0.4414214919923065,0.4973411099834441,9.83528678786327e-05,0.006744977387246609,0.5389130322034241,0.33428646054822236,0.0,0.0200350263665887,0.6581596618059868,0.5254957935099205,0.0003650258688331704,0.008206515671299713,0.3406027629236826,0.4990118377988462,0.00020279214935176135,0.0049239094027798275,0.3893726735501683,0.29759364901256896,0.0,0.004595648775927839,0.15889551526693738,0.12532990202626404,0.502167152132923,0.5041844402385693,0.3543214869148111,0.5340673350500533,0.5041385393509779,0.3021892977884968,America/Chicago
puma_0102100,AL,178002,10191254.313263977,2161880.957575192,564372.4947905078,2352.695143874788,2122.27695194436,12316789.2495678,3612025.817201045,0.2455147626685677,0.0006386265074555932,0.11352700053466405,0.0,0.005896156359531872,0.0,0.6288985920513277,0.0010099209885344265,0.004514940889918612,0.24623683705776486,0.003118212687743008,0.11156562441423411,0.5602832290246017,0.2605813339965588,0.00012818516731107806,0.06482933851185882,0.6608456425722797,0.1684920162735995,0.0,0.12090399586455527,0.7485579763897936,0.30199729012181603,0.00047574517224034066,0.07887691120559003,0.43231700152222713,0.2630389993379174,0.000264302873466856,0.047326146723354015,0.49421920497344674,0.14999756158270247,0.0,0.04417107027513041,0.20168137253461868,0.18633305197812644,0.360920674159742,0.32553885767572865,0.2893960121381548,0.38134994649964643,0.31062944893473826,0.1941686318578329,America/Chicago
puma_0102200,AL,143558,8332114.661483313,2002277.9035769836,580845.7852300799,2195.603233536271,2165.170502514663,10069898.8695785,3345364.3483881345,0.12181767315455018,0.0010790935614084169,0.11398425322728908,0.0,0.023200511570280965,0.0,0.734223252467927,0.000759362135805923,0.0049358538827385,0.12265813090757859,0.0035575868677376987,0.11201497727238723,0.6541165458422606,0.13935439357229631,0.0002165957521314809,0.06509045163434105,0.7571032065689791,0.08360110465241799,0.0,0.12135744342044166,0.8199213428011397,0.1875604537031063,0.0008038713492821738,0.07919460373569161,0.5047192011028151,0.14221499065397739,0.0004465951940456522,0.04751676224141496,0.5769884631544884,0.07442466486436053,0.0,0.0443489780919873,0.2354579182973872,0.22772187010910483,0.2382306950477035,0.20466144095876884,0.20495854807285965,0.2675589287880801,0.190178348089438,0.11877364295634782,America/Chicago
puma_0102300,AL,122566,7234830.768083874,1611821.8482445658,377958.92591919116,2049.2509015550804,2205.5866308764257,8743760.393732965,2692998.4781021797,0.11463493780421849,0.0007787993510005409,0.08819902650081125,0.0,0.008674959437533802,0.0,0.7828880475932937,0.0005191995673336939,0.004305029745808545,0.11548226973978121,0.0032580377385325768,0.08667523512422998,0.6974718163060174,0.13231509269772537,0.0001563206724811764,0.05036585586255857,0.8015785897569034,0.07867173279557857,0.0,0.09578679457423332,0.8528944717163249,0.18091543470100888,0.0005801670100707199,0.0612794026879956,0.5381723183051748,0.13519908687036755,0.00032231500559484446,0.03676764161279736,0.6152316340902113,0.0700363634183165,0.0,0.03431646550527753,0.25106422239640946,0.21905267729575006,0.20541554260254374,0.1828372692327651,0.17445852736981188,0.24277500439907518,0.17228904348875976,0.10435282892359403,America/Chicago
puma_0102400,AL,145669,7694943.798978449,2067714.5428996764,475465.4054910294,2268.542263625068,2151.57214644159,9299836.717442458,3454694.5267202216,0.15890440736916472,0.0014673115591543938,0.09456007825661648,0.0,0.009528467655743347,0.0,0.7289277756643661,0.0009057478760212307,0.005706211618933753,0.1597093715437501,0.003944841630354039,0.09292638866237864,0.6493988268328311,0.1757005302261911,0.0002945189019119496,0.053998320171722056,0.7522636020993742,0.10905301050485375,0.0,0.10209491132905818,0.8163333601771222,0.2218707883544407,0.0010930745628166551,0.06569896906563112,0.5010789883844519,0.17844032072771185,0.000607263646009253,0.039419381439378676,0.5728270190538192,0.09708285306776245,0.0,0.03679142267675343,0.23375971282600297,0.2102581796326597,0.2565806018364828,0.2299933692998251,0.21114792183391193,0.2886628319828885,0.21846696581309977,0.13387427574451588,America/Chicago
