puma,state,pop,res_area_gbs_m2,com_area_gbs_m2,ind_area_gbs_m2,hdd65_normals,cdd65_normals,res_area_2019_m2,com_area_2019_m2,frac_sh_res_natgas_acs,frac_sh_res_fok_acs,frac_sh_res_othergas_acs,frac_sh_res_coal_acs,frac_sh_res_wood_acs,frac_sh_res_solar_acs,frac_sh_res_elec_acs,frac_sh_res_other_acs,frac_sh_res_none_acs,frac_natgas_sh_res_2019,frac_fok_sh_res_2019,frac_othergas_sh_res_2019,frac_elec_sh_res_2019,frac_natgas_dhw_res_2019,frac_fok_dhw_res_2019,frac_othergas_dhw_res_2019,frac_elec_dhw_res_2019,frac_natgas_other_res_2019,frac_fok_other_res_2019,frac_othergas_other_res_2019,frac_elec_other_res_2019,frac_natgas_sh_com_2019,frac_fok_sh_com_2019,frac_othergas_sh_com_2019,frac_elec_sh_com_2019,frac_natgas_dhw_com_2019,frac_fok_dhw_com_2019,frac_othergas_dhw_com_2019,frac_elec_dhw_com_2019,frac_natgas_cook_com_2019,frac_fok_cook_com_2019,frac_othergas_cook_com_2019,frac_elec_cook_com_2019,frac_other_sh_com_2019,frac_ff_sh_res_2019,frac_ff_dhw_res_2019,frac_ff_other_res_2019,frac_ff_sh_com_2019,frac_ff_dhw_com_2019,frac_ff_cook_com_2019,timezone
puma_0600105,CA,163534,8553726.772561168,2800578.963255129,687248.9430584874,2600.3323712500155,217.23517433683514,10086314.0296637,5239224.634901107,0.686102828655718,0.0008361335920614637,0.01303106315175036,0.00020508937163771752,0.004590846703582754,0.0025399529872055784,0.2687459573729629,0.0009781185416568067,0.02297000962342436,0.6265470341875334,0.0005405891911501888,0.00980975672861987,0.24088944701045253,0.7568195054176305,0.0005951586969112879,0.02267031902344221,0.2253940327402272,0.5257696304053235,0.0,0.018563891792448266,0.4749726631822709,0.6150006572677942,0.00033149836904055154,0.006573968624783498,0.24676845282292886,0.5434325334437313,0.0004972475535608274,0.0051130867081649435,0.33433035870119576,0.23775173338163247,0.0,0.004747866229010304,0.13287532075080785,0.1313254229154529,0.6368973801073035,0.780084983137984,0.5443335221977718,0.6219061242616183,0.5490428677054571,0.24249959961064277,America/Los_Angeles
puma_0600106,CA,134752,6926849.144427501,1008637.0655877951,58324.34278117148,2531.0,293.0,8167945.687828374,1886922.7509870902,0.7421114868369189,0.00029043835445926604,0.016119328672489264,0.00018671037072381388,0.007987054747629816,0.0038794265917059105,0.21345144493081344,0.0009957886438603407,0.014978320851399291,0.6776939719446777,0.0001877784083869039,0.012134596468788264,0.19132641486252405,0.800210190141134,0.00020673360598616987,0.02572842292465823,0.17901918390689336,0.5686898025450082,0.0,0.021634844869719814,0.4352721912315902,0.6652050292008097,0.00011514887300807168,0.0081319505332367,0.19599581453534673,0.5877945820157057,0.00017272330951210752,0.006324850414739657,0.2839950769557093,0.25716012963187124,0.0,0.005873075385115395,0.10553620782672515,0.13055205685759874,0.6900163468218529,0.8261453466717785,0.590324647414728,0.6734521286070545,0.5942921557399574,0.2630332050169866,America/Los_Angeles
puma_0600107,CA,145655,6311869.982909781,2372076.796167243,650998.6444017589,2513.240300710583,305.2768391061069,7442779.557357067,4437597.850093025,0.7521433974951669,0.0007354795326552912,0.01576027569975624,0.0005673699251912247,0.005862822560309322,0.003656383962343448,0.2030553921156594,0.00044128771959317477,0.01777759098932504,0.6868550825065957,0.0004755128719148697,0.011864302151725912,0.18200795129115033,0.8079820505406125,0.0005235132811502556,0.025372876651423487,0.1703001382643348,0.5763773877563687,0.0,0.021277804704580724,0.42780801106330274,0.6741973134340091,0.00029159247738968217,0.007950813894583767,0.18644993003632612,0.5957404268608207,0.0004373887160845233,0.006183966362454042,0.27453142090052274,0.2606364367516091,0.0,0.0057422544794216105,0.10039611617340638,0.13111035015769135,0.6991948975302364,0.8338784404731863,0.5976551924609494,0.6824397198059825,0.6023617819393593,0.2663786912310307,America/Los_Angeles
puma_0600108,CA,135402,6528090.130915382,1955111.5075289581,1435277.5285621986,2384.619148904743,393.1768068418487,7697740.274517298,3657553.8517644764,0.7852833367484006,0.0012977255651936343,0.015094597363568062,0.0,0.0012977255651936343,0.002732053821460283,0.18498281082803997,0.0013660269107301415,0.007945723197413655,0.7171183750992686,0.0008390243141569401,0.011363180910774722,0.16580865975581993,0.8336560213620696,0.0009237192042779843,0.024713699678724263,0.15514287964634182,0.6017729595061112,0.0,0.020615858080735707,0.4148322206132795,0.7039028962873639,0.0005145037974892108,0.007614989530497915,0.16985528814307793,0.6219891470152643,0.0007717556962338162,0.005922769634831712,0.25807972559111436,0.27212025181917815,0.0,0.0054997146609151604,0.09146053976934966,0.11811232224157109,0.7293205803242002,0.8592934402450719,0.6223888175868469,0.712032389615351,0.6286836723463298,0.2776199664800933,America/Los_Angeles
puma_0600109,CA,189764,9662959.142128743,1397879.2470041215,116470.31173111705,2376.8765308488437,405.83706077021986,11394289.641792892,2615103.3352791118,0.7670639703584662,0.0007142538279541092,0.011859589601654688,0.0001785634569885273,0.002663571566745532,0.003720072020594319,0.20470812314926418,0.0002529648974004137,0.008838891120932101,0.7004805046524212,0.0004617897221156672,0.008927873922387933,0.18348937065326393,0.8195412253901678,0.0005084048548522118,0.021510286697963347,0.17168626409238633,0.5878112191765698,0.0,0.01739898538156823,0.42899464241501767,0.6875716382939138,0.0002831772115075515,0.005982978444365392,0.18796750404592916,0.6075583707212493,0.0004247658172613273,0.004653427678950861,0.27603592249664477,0.26580678719054657,0.0,0.0043210399875972276,0.10121327140934647,0.11819470200428428,0.7098701682969247,0.8415599169429835,0.605210204558138,0.6938377939497866,0.6126365642174615,0.2701278271781438,America/Los_Angeles
puma_0600110,CA,202117,11438676.284241728,2941051.3230290217,577852.2621587644,2702.221891280793,855.9788043558929,13488165.352279933,5502015.385494568,0.7332492052321208,0.0016987405052539617,0.015191593661271144,0.0,0.002766520251413595,0.007765670881160968,0.23375882738369694,0.000958574999393307,0.004610867085689325,0.6696009631073578,0.001098294297021614,0.011436199518156439,0.2095288621741911,0.7933444576002718,0.0012091610660022987,0.024809748659751756,0.19605074363786038,0.5618985194759208,0.0,0.020712310628910373,0.4498525289876366,0.6572611630859857,0.000673492504381304,0.007663922653635651,0.21464250004372454,0.5807751500246974,0.001010238756571956,0.005960828730605507,0.3024811395346798,0.25408912813580514,0.0,0.00553505524984797,0.11557673079277477,0.11975892171227276,0.6821354569225359,0.8193633673260259,0.5826108301048312,0.6655985782440027,0.5877462175118748,0.25962418338565313,America/Los_Angeles
puma_0600300,CA,191208,15192151.693751872,2449672.846386445,305469.1892330964,4102.801216476298,961.5804098154889,17914157.985617712,4582761.811978585,0.15663714446257992,0.016576137853530622,0.3518582934203837,0.00013378642335375805,0.24715703850373263,0.005619029780857839,0.18786289567334707,0.031105343429748748,0.003050330452465684,0.14304056798442374,0.010717044548516878,0.26487817772087785,0.16839021317716643,0.34663509249324387,0.011798871255018249,0.3581883849942754,0.15755837249417243,0.12003310598965793,0.0,0.35549169753626814,0.41690007007187313,0.14040453234361439,0.006571871666929534,0.1775070348734184,0.17249984543511146,0.12406554337266122,0.0098578075003943,0.13806102712376989,0.2607015026126789,0.05427867522553929,0.0,0.12819952518635772,0.09288453215736771,0.5030167156809262,0.4186357902538185,0.7166223487425376,0.4755248035259261,0.32448343888396236,0.2719843779968254,0.182478200411897,America/Los_Angeles
puma_0600701,CA,111389,5997511.06272803,1588731.915257557,254862.1166273666,2833.272576286707,1361.7074666259684,7072096.360279714,2972143.795223078,0.5603991596638656,0.0003720238095238095,0.0546437324929972,0.0,0.045211834733893556,0.008906687675070028,0.32142857142857145,0.0040703781512605045,0.004967612044817927,0.5117548227231824,0.00024052621756680295,0.04113568603403486,0.28811131367953374,0.6594351286634691,0.00026480601640495706,0.06387657722821977,0.26957831351365474,0.429441253919933,0.0,0.05994328553590135,0.5127978387598914,0.5023239041309038,0.0001474947152850786,0.027566912903938628,0.2951427885273658,0.44386806518864874,0.00022124207292761793,0.021440932258618935,0.3822879968909195,0.19419227852003385,0.0,0.01990943709728901,0.15892303997627388,0.17481889972250664,0.553131034974784,0.7235765119080939,0.4893845394558343,0.5300383117501275,0.4655302395201953,0.21410171561732286,America/Los_Angeles
puma_0600702,CA,108611,5905312.503710906,1029242.6805087156,173572.97853107774,2790.3043430223456,1451.3620167386362,6963378.412646376,1925471.010731744,0.44296386028669493,0.0031546537452049263,0.15901978598828992,0.0,0.1459469008681607,0.005829800121138704,0.22710983242479305,0.009034928326266909,0.006940238239450838,0.40451326145771693,0.0020395923960843374,0.11970975793888189,0.20356906008272052,0.5684563725897273,0.00224547803129582,0.1672332394853937,0.19047431077871607,0.33944903792652503,0.0,0.16373421948323147,0.44507866940903273,0.39705865337409485,0.0012507123040527562,0.08022300802574081,0.2085372465363792,0.3508526167881548,0.0018760684560791346,0.06239567290890952,0.2964284768056089,0.15349801984481773,0.0,0.05793883912970169,0.11228928659651187,0.31293037975973237,0.5262626117926832,0.7379350901064168,0.5031832574097566,0.47853237370388846,0.41512435815314347,0.21143685897451941,America/Los_Angeles
puma_0601100,CA,126790,6807730.95006576,1184797.4830849916,362762.68108087714,2973.430246864895,1451.8840444830034,8027484.8633333575,2216477.464907041,0.3219435075885329,0.022807757166947724,0.15286677908937604,0.0,0.19116779089376054,0.009085160202360876,0.28018549747048904,0.01540893760539629,0.0065345699831365935,0.29399784031023884,0.014746001256129232,0.11507778738322104,0.25114323655610393,0.47470022595853234,0.016234528984157667,0.16114032607642118,0.23498823873491184,0.24670954837464176,0.0,0.15761570559775065,0.48318604857464,0.2885798753489758,0.009042495570205887,0.07711891177277291,0.2572724903104761,0.25499760188627446,0.01356374335530883,0.05998137582326783,0.3447439141955172,0.11156145082524509,0.0,0.05569699183589155,0.13853134093641023,0.36798622699756933,0.42382162894958914,0.6520750810191112,0.4043252539723924,0.37474128269195456,0.32854272106485116,0.16725844266113665,America/Los_Angeles
puma_0601301,CA,114777,5016133.790246136,1073358.8972493184,222239.86709759617,2553.42541624193,189.13585474441743,5914883.882605095,2008002.0775499258,0.694119739784509,0.00043199837365318154,0.010647489327099004,0.0,0.0051077454767229115,0.005895507216914007,0.22052246391542996,0.0033035169749949175,0.059971538930676964,0.6338680532553757,0.00027930184076876974,0.008015407404068016,0.19766449663184651,0.7630303177195485,0.0003074958255143555,0.02031002442990653,0.1849495632886141,0.5319130949490207,0.0,0.016193679994738065,0.4403490565200797,0.6221867602942517,0.00017127257851359405,0.005371492713521534,0.20248857979132343,0.549782383849753,0.00025690886777039105,0.004177827666072304,0.2904319133993027,0.24052979293426696,0.0,0.0038794114042099968,0.10903231219532801,0.1697818946223898,0.6421627625002124,0.7836478379749694,0.5481067749437588,0.6277295255862868,0.5542171203835957,0.24440920433847696,America/Los_Angeles
puma_0601302,CA,118671,7003684.641507269,865772.7166024327,100535.21034791265,2604.4272568698334,183.90489673129915,8258547.944923827,1619657.1510972602,0.7434226620704992,0.0002891137551428889,0.01432225063938619,0.0007783831869231625,0.005804514622484155,0.010052262871121985,0.2050928499944401,0.001534526854219949,0.018703436005782274,0.6788913332141386,0.00018692200926619286,0.010781759933365604,0.18383421914099723,0.8012259757897295,0.00020579075808417258,0.02394889609740951,0.17200892991398709,0.569694573388625,0.0,0.01984784103899526,0.42927086941569087,0.6663803247931994,0.0001146237146874633,0.007225352624199603,0.18832076870252734,0.5888331075095727,0.00017193557203119494,0.005619718707710802,0.2763861441242836,0.25761448453543806,0.0,0.0052183102285886015,0.1014034908398224,0.13795893016538607,0.6898600151567704,0.8253806626452231,0.5895424144276202,0.6737203011320866,0.5946247617893148,0.26283279476402666,America/Los_Angeles
puma_0601303,CA,129625,7116431.017044367,2078916.1384232522,162284.33147383636,2554.0524667309546,815.2683047251687,8391495.299873425,3889163.2013335046,0.6503804486738365,0.0006291657655177838,0.01537523839484084,0.0,0.0071174377224199285,0.007785926348282574,0.302491103202847,0.0018088515758636283,0.014411828316391734,0.5939254645088009,0.00040677735652515926,0.011574446884455861,0.2711367839293358,0.7291448819272347,0.00044783929350757535,0.024991599822611902,0.25369568452451496,0.49839510032639717,0.0,0.020894925872286738,0.4992010749418025,0.5829802570443007,0.000249442705215417,0.007756568564605068,0.2777539884124676,0.5151383730884551,0.00037416405782312554,0.006032886661359498,0.3650489842549853,0.22537303822619908,0.0,0.0056019661855481045,0.14955983991440563,0.13125974327341128,0.6059066887497819,0.7545843210433542,0.5192900261986839,0.5909862683141212,0.5215454238076377,0.23097500441174718,America/Los_Angeles
puma_0601304,CA,117784,7862186.017958218,1900421.2492826488,119644.90175157605,2475.2183573320654,779.2615295795694,9270868.621983528,3555241.239960763,0.6980265462613366,0.0012844965162897512,0.015102565100618894,0.0006422482581448756,0.004164882643727375,0.012319489315324433,0.26425596512397337,0.0007006344634307735,0.003503172317153867,0.6374357371490523,0.0008304712779979638,0.011369179006343445,0.23686485902962093,0.7660569749117871,0.0009143027861580052,0.024721589598679455,0.22162832973258104,0.5349069321868168,0.0,0.020623781151615082,0.4717489289730892,0.625688696812681,0.000509258932102589,0.007619009129879233,0.24264564312078166,0.5528767971835918,0.0007638883981538835,0.005925895989906071,0.3302430629659383,0.24188359876782145,0.0,0.005502617704912779,0.1306553462958055,0.12353739200455549,0.6496353874333938,0.7916928672966246,0.555530713338432,0.6338169648746629,0.5595665815716518,0.24738621647273423,America/Los_Angeles
puma_0601305,CA,124585,7625827.380756025,1576391.7138021642,111295.61294288376,3150.1034233655737,936.2881968134205,8992161.164774107,2949058.180315227,0.7218096177018294,0.00037243947858472997,0.016343520648482858,0.0,0.002848066600942053,0.008588016212071422,0.24381640924526235,0.0027166173732062655,0.003505312739620988,0.659154366270735,0.00024079496194397254,0.012303367713267293,0.21854393855553572,0.7844820503937303,0.00026510188904898494,0.02595042532432343,0.2044859177240223,0.5531322129449084,0.0,0.021857780052576884,0.45707369305892664,0.6470070822745335,0.00014765951384964295,0.008245051897181218,0.22387759306383687,0.5717143448895285,0.00022148927077446443,0.006412818142252059,0.3116366812750983,0.2501250258891688,0.0,0.005954759703519768,0.12054947318821985,0.12072261325059885,0.6716985289459463,0.8106975776071027,0.5749899929974853,0.6553997936855643,0.578348652302555,0.25607978559268857,America/Los_Angeles
puma_0601306,CA,112211,7025807.573701162,1174973.0899038813,128452.29558243061,2638.963631016567,945.2242026182817,8284634.684341358,2198098.335643854,0.6898018510997584,0.00014962700126114188,0.012867922108458201,0.0,0.0024367825919671677,0.007246221918218156,0.27796421777141267,0.0023512814483893723,0.00718209606053481,0.6299249703290408,9.673901437994494e-05,0.009686944496915326,0.24915220069607993,0.759685189436256,0.00010650428584476567,0.022508771301075117,0.23312527791454124,0.5286042400032385,0.0,0.018401665298138453,0.4815912094397429,0.6183163428171314,5.932198796152533e-05,0.006491666506565842,0.2552328624031906,0.5463623699843686,8.8982981942288e-05,0.005049073949551211,0.3427218556846384,0.23903353686816126,0.0,0.0046884258102975526,0.13743307975556418,0.11989980628515051,0.639708653840336,0.7823004650231759,0.5470059053013769,0.6248673313116588,0.5515004269158621,0.2437219626784588,America/Los_Angeles
puma_0601307,CA,120474,5845532.214527982,805853.1380700107,180272.58719170452,2650.0793200192575,977.9253946909706,6892887.177011251,1507561.7108047744,0.6406089674756007,0.0016226406089674757,0.014770802013983344,0.0,0.006753048416732288,0.014102655880879089,0.3075381201231298,0.000596559047414513,0.014007206433292767,0.585002177344442,0.001049093090694407,0.011119428457709689,0.2756606589184285,0.7215747798443999,0.0011549932684888843,0.024393066684212927,0.2579285574878541,0.4909070856388976,0.0,0.02029387788876844,0.5028247429122531,0.5742214134593394,0.0006433214985245379,0.007451639814190629,0.28238827042721404,0.5073988032145642,0.000964982247786807,0.005795719855481601,0.369643346469906,0.22198697640637188,0.0,0.005381739865804343,0.15205522253773063,0.1352953548007314,0.5971706988928461,0.7471228397971017,0.5112009635276661,0.5823163747720546,0.5141595053178326,0.22736871627217622,America/Los_Angeles
puma_0601308,CA,107213,5381186.147251088,745411.1642915927,80614.84728384101,2513.9720556275824,1207.8994524917687,6345343.354590121,1394488.9918574507,0.6328433431331374,0.001623967520649587,0.009211815763684727,0.0010639787204255915,0.006803863922721545,0.014223715525689486,0.31969760604787906,0.0019039619207615848,0.012627747445051098,0.5779106326121197,0.001049950984839279,0.006934635387633337,0.2865597692491535,0.7155586429029496,0.0011559377623295095,0.018888372406896725,0.26812657347074675,0.4849561854678501,0.0,0.014766054643900486,0.5115550365448311,0.5672605558805024,0.0006438475736190648,0.004647217736767328,0.29355337801842657,0.5012479862612723,0.0009657713604285972,0.0036145026841523666,0.3807122775965322,0.21929599398930666,0.0,0.003356323920998626,0.15806720354838355,0.13389500079068473,0.5858952189845923,0.7356029530721757,0.49972224011175054,0.5725516211908888,0.5058282603058534,0.2226523179103053,America/Los_Angeles
puma_0601309,CA,103685,5899311.730844969,508714.9379234438,55408.76655236138,2448.7158219607463,1261.1161691662246,6956302.470059493,951686.0155990153,0.6642207605021095,0.002384758510443146,0.022222804580832832,0.0012578945989150658,0.015435414974186955,0.030530150161167745,0.25113341544589746,0.006918420294032862,0.005896380932414371,0.6065643955349641,0.0015418285863513337,0.016729280199700904,0.22510251005805304,0.7398671635622042,0.0016974677025284664,0.031772289088671746,0.21062260365324592,0.5090011134934075,0.0,0.02770410542938044,0.46232717277330493,0.5953862704225815,0.0009454751779777382,0.011211059172057397,0.23059622919543343,0.5261006886574291,0.0014182127669666075,0.008719712689377976,0.3182974429379807,0.23016905128762521,0.0,0.00809687606870812,0.12416720033600262,0.16186096603194988,0.6248355043210163,0.7733369203534044,0.5367052189227879,0.6075428047726167,0.5362386141137737,0.23826592735633334,America/Los_Angeles
puma_0601500,CA,138098,8621493.115764625,1826451.1925183353,237490.27003621325,5607.002157887877,329.55853089834756,10166222.195585556,3416860.6591132306,0.06281292671825216,0.19342581781480675,0.09295284083038136,0.00021768815182759098,0.3628069897686569,0.0034236409332884764,0.2673012606122974,0.012625912806000276,0.004432922364489125,0.057360575266929816,0.12505645915058958,0.0699747016157837,0.23959449840108038,0.2739481690107613,0.13768022092718196,0.10181153873717422,0.2241823827784708,0.04813437270042783,0.0,0.09803763763943124,0.4739353967214436,0.056303500879491555,0.07668672057279316,0.04689326205293859,0.24544190046131337,0.04975141695071443,0.11503008085918975,0.03647253715228557,0.3330152332886882,0.021766244915937566,0.0,0.03386735592712232,0.1321610233253226,0.5746746160334633,0.2523917360333031,0.5134399286751175,0.14617201033985908,0.17988348350522332,0.20125403496218977,0.055633600843059884,America/Los_Angeles
puma_0601700,CA,181058,13110377.564638522,1927355.1324028529,266226.1106030236,3733.91690508014,1168.4732074804758,15459388.484162169,3605628.201302822,0.33220616000225434,0.006664412320004509,0.286428833093809,0.0,0.12489080508355173,0.010496801645673064,0.21467016090399302,0.02123312762420041,0.003409699326513935,0.303369663547454,0.004308772305966338,0.21562301862801678,0.1924188064270774,0.48265084519797263,0.004743719173241697,0.2933979430664444,0.18004130647441038,0.25457395403102506,0.0,0.29042902686084127,0.4361472075247474,0.2977789891204724,0.002642211526567698,0.14449889008013322,0.1971148663643376,0.2631262073490565,0.003963317289851547,0.11238802561788142,0.2851044892494138,0.11511771571521222,0.0,0.10436030950231845,0.10613877419618177,0.3579650429084891,0.5233014544814371,0.7807925074376587,0.5450029808918664,0.4449200907271733,0.3794775502567895,0.21947802521753068,America/Los_Angeles
puma_0601901,CA,144724,5126382.412954641,1027061.4135953874,717664.4593342238,2486.5999557778946,1782.281943561538,6044885.957670551,1921390.3733001463,0.4700371709865381,0.004043600562587905,0.08280590717299578,0.0003265019087803898,0.01670182841068917,0.014868394615230058,0.36995177817962627,0.02890797669278682,0.01235684147076552,0.4292365271493325,0.002614327158025673,0.06233611145922942,0.3316049109626138,0.5894304420844442,0.0028782291065787744,0.09176370535152462,0.31027414893390637,0.36019567234631655,0.0,0.08794758646644697,0.5476366342116601,0.4213263041975746,0.0016031493104403485,0.04177429188721943,0.33969786490139847,0.3722962214605787,0.0024047239656605226,0.03249111591228178,0.4264592749280334,0.16287959688900322,0.0,0.030170321918547363,0.18291423494690687,0.19559838970336707,0.4941869657665876,0.6840723765425476,0.4481432588127635,0.4647037453952344,0.40719206133852104,0.19304991880755057,America/Los_Angeles
puma_0601902,CA,173649,9717488.897697762,1808669.081843867,135134.43912929093,2377.132249537861,2072.5110654250816,11458589.595866038,3383594.511817056,0.5851574473006969,0.0004626550617355348,0.01532544891998959,0.0,0.001937368071017552,0.01584593586444207,0.37074574212763495,0.0011421796836596015,0.009383222970823816,0.5343640163346002,0.0002991224464364879,0.011536965473288661,0.33231657761706923,0.6786157176657627,0.00032931721231658313,0.024942296617864897,0.3109400370382014,0.44841385568837344,0.0,0.02084541551121727,0.5482066861400634,0.524516442236758,0.00018342690671661397,0.007731450549159597,0.3404269000726155,0.4634780396884962,0.000275140360074921,0.006013350427124132,0.42718203017541145,0.2027716423637171,0.0,0.005583825396615265,0.18330679234679298,0.12714178023475042,0.5462001042543253,0.7038873314959441,0.4692592711995907,0.5324313196926341,0.4697665304756953,0.20835546776033234,America/Los_Angeles
puma_0601903,CA,101880,3964477.525038174,954609.1127801238,247715.36760290625,2329.798586572438,2095.701531213192,4674800.393361876,1785849.1569063081,0.6114031907179115,0.0014201111916847958,0.012569494802997341,0.0,0.005197002658931593,0.009124969784868263,0.3505861735557167,0.0008762388204012569,0.008822818467488518,0.5583315500792458,0.0009181508406610956,0.009462289053713416,0.31424662273205767,0.6989486593025,0.0010108331184595317,0.022213258593074256,0.2940324470482173,0.4685263144042465,0.0,0.018104910940103976,0.5337324761094641,0.5480422881856725,0.0005630255121542088,0.006341114573846918,0.321915940522939,0.4842661639194897,0.0008445382682313132,0.0049319780018809364,0.4088305244089649,0.21186644671477672,0.0,0.004579693858889441,0.17333935258927483,0.12313763120538745,0.5687119899736203,0.7221727510140338,0.4866312253443505,0.5549464282716736,0.49004268018960195,0.21644614057366615,America/Los_Angeles
puma_0601904,CA,170140,6837220.788539074,2068632.9770529973,320372.6950938443,2342.790878100388,2118.3947337486775,8062258.451435336,3869925.8246758287,0.6028753759260618,0.0010819335436074232,0.017182571701019583,0.0006601628401672413,0.006088168414875669,0.009810753319152057,0.3476124110613951,0.0032274627741509573,0.011461160419570161,0.5505439753269268,0.0006995073332420306,0.012935003567719594,0.31158110169576014,0.6923420428430151,0.0007701187514430967,0.02678128176456502,0.29153838787218816,0.4619913376573051,0.0,0.022692127486264868,0.5315973677726772,0.5403982274370506,0.00042894964216407227,0.00866834009935888,0.31918536635185224,0.47751164870177254,0.0006434244632461084,0.006742042299501352,0.4061234714594983,0.2089113463070255,0.0,0.006260467849536969,0.17186904342022813,0.13131911646957417,0.5641784862278884,0.7198934433590233,0.48468346514356997,0.5494955171785736,0.48489711546452,0.21517181415656245,America/Los_Angeles
puma_0601905,CA,108177,3775702.926334194,1164341.8261568,328840.9920223004,2283.825508194903,2015.4018876470968,4452202.696009664,2178209.7413015254,0.5972303301550237,0.0015891548290847765,0.016637478108581436,0.0,0.004443147175196212,0.020431990659661413,0.34818706622559514,0.0024648115716416944,0.00901602127521567,0.5453889365514321,0.001027443379650994,0.012524658266351804,0.31209619173126807,0.6879687475480554,0.0011311581381828406,0.0262415118418143,0.2920203443122409,0.45766546476376957,0.0,0.022150089622662253,0.5320099599128376,0.5353381887453325,0.0006300455321926534,0.008393348862456037,0.3197130273710636,0.47304045080455415,0.0009450682982889802,0.006528160226354696,0.40664658719592456,0.20695519722699243,0.0,0.00606186306732936,0.17215316858441887,0.13592538948895527,0.5589410381974349,0.7153414175280526,0.4798155543864318,0.5443615831399812,0.48051367932919786,0.2130170602943218,America/Los_Angeles
puma_0601906,CA,102642,5404982.050073016,756199.2492379085,118072.05278734473,2331.619921669492,2098.8827965160463,6373402.813918568,1414670.9617842864,0.554912433238107,0.0009191404794435474,0.04193267917028941,0.0,0.00777543162340082,0.028766612843125077,0.35386908458576577,0.006433983356104831,0.005390634703763508,0.5067443606963855,0.0005942560053241574,0.031566832026637175,0.3171892479173569,0.6551844855622903,0.0006542428808240321,0.05128966671366109,0.296785785418116,0.42523670322501994,0.0,0.04730348884271009,0.5360895475711467,0.49740577784260176,0.00036440776061092485,0.021154384259243444,0.3249303816835041,0.4395222652336994,0.0005466116409163873,0.01645340997941157,0.4118189991118709,0.1922909910397435,0.0,0.015278166409453599,0.1749625132141945,0.15614504845403987,0.5389054487283468,0.7071283951567754,0.47254019206773,0.5189245698624562,0.4565222868540274,0.2075691574491971,America/Los_Angeles
puma_0601907,CA,129238,6051979.851568913,855520.4062637398,338949.12422777637,2727.251636515576,1744.3924464940653,7136324.424101782,1600477.4894644746,0.5213271320914269,0.0028104558907652896,0.15830576765239884,0.0,0.06988832790310145,0.013828437834207974,0.20205436864227622,0.024945904941925535,0.006839605043897828,0.4760743649656046,0.0018170566177185812,0.11917224644858383,0.1811106875953355,0.629165486701706,0.0020004784899869993,0.1665261946267619,0.16946059180291456,0.3994998447929696,0.0,0.16302420384788274,0.4270892940953468,0.46730098681555643,0.0011142496281630293,0.07986279688387111,0.1855307682517885,0.4129207930835686,0.0016713744422445441,0.06211550868745532,0.27362017679435024,0.18065284697406128,0.0,0.057678686638351365,0.09990118290480919,0.266191198420621,0.597063668031907,0.7976921598184549,0.5625240486408524,0.5482780333275906,0.4767076762132684,0.23833153361241266,America/Los_Angeles
puma_0602300,CA,134623,7674696.310111237,1797018.8522390816,221344.18691941173,4357.304390780178,50.15637001106794,9049786.031791285,3361799.6719826884,0.5528447850180143,0.010406188847638033,0.0735748642074654,0.00010973134109987381,0.17326578759670075,0.003950328279595457,0.16397520071691143,0.00638270634064266,0.015490407651932186,0.5048561905767833,0.006727959820668506,0.05538700187478792,0.14697856596706754,0.65358264979349,0.007407110362715531,0.08262281758924862,0.13752404732057605,0.4236522371725823,0.0,0.07876829161273285,0.3997491319100333,0.4955524040314967,0.004125697931134435,0.03711737432625481,0.15056563818776278,0.43788457003177617,0.006188546896701653,0.02886906892042041,0.2389562370740705,0.1915744993889021,0.0,0.026806992568961806,0.0810738051780261,0.3126388855233513,0.5669711522722398,0.7436125777454542,0.5024205287853152,0.5367954762888859,0.47294218584889824,0.21838149195786388,America/Los_Angeles
puma_0602500,CA,174528,6839729.271905686,1468853.5455800397,225081.86144497682,909.888201320132,4055.494980748075,8065216.384468105,2747879.5570613295,0.3540788328983471,0.00026768386535501573,0.02607686988333445,0.0,0.0029668295076847578,0.0029222155301255885,0.5323562872247876,0.0009592005175221397,0.08037208057284347,0.32334372247919124,0.00017306684676960887,0.01963061239289784,0.47717559324677733,0.49959590841702384,0.00019053699313297857,0.03558871356965403,0.4464808758618414,0.2713352712334146,0.0,0.031536565307341655,0.6642401699197842,0.31738495435699016,0.00010612749640267452,0.013155375156214767,0.48882125942719706,0.28045061055607806,0.00015919124460401178,0.01023195845483371,0.5742981174909036,0.12269714211828417,0.0,0.009501104279488443,0.26321144738387536,0.18053228356319528,0.34314740171885866,0.5353751589798108,0.3028718365407563,0.3306464570096076,0.2908417602555158,0.1321982463977726,America/Los_Angeles
