,t.bpc.wk.c,t.bph.wk.c,i.heat.wk,s.heat.wk,s.dark.wk,i.cool.wk,s.cool.wk.db,s.cool.wk.wb,mrae.heat.wk.mw,mrae.cool.wk.mw,mrae.mid.wk.mw,t.bpc.wknd.c,t.bph.wknd.c,i.heat.wknd,s.heat.wknd,s.dark.wknd,i.cool.wknd,s.cool.wknd.db,s.cool.wknd.wb,mrae.heat.wknd.mw,mrae.cool.wknd.mw,mrae.mid.wknd.mw
0,10.0,18.3,898.3409382611802,-24.455119407419524,0.0,-462.53697051138175,33.615381660188454,3.4323507127762016,29.906982381766614,22.08611218462281,32.52630438727206,10.0,18.3,887.1313487967162,-23.64649619813696,0.0,-446.85697951100934,32.74730208316918,-0.22688496435765926,28.799967771678634,18.253707277530992,19.99134003607564
1,10.0,18.3,889.7865258661919,-25.959445706064944,0.0,-415.93912741050696,32.50839686181188,1.5302361989307578,30.740487889350412,21.530456528610983,36.00474402816108,10.0,18.3,874.0982767482298,-24.094821212518738,0.0,-471.29944469608506,33.523412272577055,0.20663117334799486,29.98747033620004,16.357860657899252,25.970548450462474
2,10.0,18.3,883.0473755455183,-26.838249009822974,0.0,-378.95540026097984,31.467222637106904,-0.07546018491107763,31.872204935238155,20.091753330523584,40.30673260519097,10.0,18.3,865.0534398700796,-24.083483528126823,0.0,-473.24509251864197,33.30143283975355,0.8972669294216008,30.978559327875224,15.113121507225513,27.486888178680328
3,10.0,18.3,887.1609923075664,-27.707564661288675,0.0,-345.0233521567606,30.659965483907254,-2.0225106475515435,34.566574982050255,19.234196404700807,42.1989834190683,10.0,18.3,863.1813324499649,-24.535305880304737,0.0,-423.65585021594944,31.68764409943179,-0.798728866631223,32.15182985425474,14.137721640047367,22.44667249451954
4,10.0,18.3,886.4025346255897,-26.328531098439427,0.0,-341.7263134848997,29.943181801677248,-3.6083343970098474,39.54979821712374,18.13514172586797,35.05437082015754,10.0,18.3,849.6370098827342,-23.892185457437524,0.0,-365.41866528636956,29.37603378264781,-0.31341777537864846,33.02958972615732,15.732591873495107,22.15020055644699
5,10.0,18.3,926.099706559859,-27.792005335706982,0.0,-301.81213568730334,30.3837507931982,-9.905994033727453,45.12375426539819,23.277630936895893,36.06778472255225,10.0,18.3,871.1012919644616,-25.98228105812175,0.0,-298.4351601650361,29.301121083431603,-8.227441217009053,40.11815123895985,17.00334485419007,29.818703666155052
6,10.0,18.3,972.065924056478,-28.778845283547597,24.170452712026734,-259.44796947704816,28.027387348190082,-9.143459125618149,46.67388848801846,25.018340637088663,36.46597466335881,10.0,18.3,907.2568051890078,-27.542420463017155,0.0,-290.76580329396825,28.71993189197643,-7.840460776657702,42.58363547405232,16.265681435556687,36.870525424615536
7,10.0,18.3,1015.9349966226164,-28.212640229342544,0.0,-252.1942152935386,27.29397498091087,-11.64197895771493,45.31813077829218,23.990639827270453,35.26467800313736,10.0,18.3,936.9242284627041,-29.084258372906067,7.501715994410717,-272.7556460131711,28.348231876524977,-7.03534629035522,43.90332851258253,14.661727003677907,40.6706219250741
8,10.0,18.3,1009.0299929280762,-26.79947946150647,0.0,-316.88057605617644,30.29535878938069,-11.101857146180459,43.50809378805216,23.758419100231254,34.31456743918323,10.0,18.3,959.3461747155892,-26.915607756007716,0.0,-337.0233022081893,30.4103665485966,-10.433222176043857,44.12718261341327,16.555563454359508,27.80436011616225
9,10.0,18.3,1033.4004704264648,-25.102156631246707,0.0,-467.81732704069367,32.88978429061196,4.3957728249761425,42.887707635210546,25.885865665806175,30.159987366774423,10.0,18.3,1004.4810267663148,-27.68062632356552,0.0,-470.9788091744656,33.925905447442936,1.7862477828222423,40.82382278401046,19.461941954338972,36.26431125314689
