,t.bpc.wk.c,t.bph.wk.c,i.heat.wk,s.heat.wk,s.dark.wk,i.cool.wk,s.cool.wk.db,s.cool.wk.wb,mrae.heat.wk.mw,mrae.cool.wk.mw,mrae.mid.wk.mw,t.bpc.wknd.c,t.bph.wknd.c,i.heat.wknd,s.heat.wknd,s.dark.wknd,i.cool.wknd,s.cool.wknd.db,s.cool.wknd.wb,mrae.heat.wknd.mw,mrae.cool.wknd.mw,mrae.mid.wknd.mw
0,10.0,18.3,1706.2594619633187,-57.057494776009584,0.0,-643.7085707145474,54.37490103098246,7.693338245740024,53.850066648227376,48.96187133581212,66.72677013417379,10.0,18.3,1689.1607980626468,-54.279190524199414,0.0,-790.6039959826603,57.85934485396921,15.008691444941453,48.81139611077303,41.46965032646843,60.70277007351181
1,10.0,18.3,1672.7742355214446,-56.515242221946004,0.0,-645.7641837269449,53.300438996434686,8.581979575041135,57.32708744215902,49.44492291096835,64.86013901355906,10.0,18.3,1656.054032578168,-57.50045054423938,0.0,-734.663760113967,57.96861150388178,11.5998542141778,54.36983149003363,44.25797508456817,77.75334375063349
2,10.0,18.3,1657.6563169691854,-56.20337319056233,0.0,-618.4881729095207,51.53356509683142,5.852768712353332,58.94624103414701,46.845571311774954,62.64489412414563,10.0,18.3,1627.5407416860926,-57.72577307809104,0.0,-714.9772200605496,57.07933660705318,12.646471927991064,56.77704381424731,42.87319712666793,73.04541661615818
3,10.0,18.3,1658.8516507130569,-56.735654352606254,0.0,-612.5749664766212,51.60832652694486,1.7436680036499574,59.65949591057707,48.026225069646785,58.98733424070811,10.0,18.3,1615.3182482148738,-57.903652946565785,0.0,-649.8104665354556,54.59623271470522,8.983498872170012,65.14604034087378,42.349299806486336,83.27867662952008
4,10.0,18.3,1635.3507468096332,-52.38437129489955,0.0,-719.7246750368541,54.29616833833082,2.580468703476302,71.6880940238847,48.64484029384201,63.81966867097489,10.0,18.3,1582.723219523024,-58.70351132700997,0.0,-511.60313353197955,50.30204476274888,4.828254710697048,54.06868338492397,41.157714069988145,95.04384598328518
5,10.0,18.3,1748.6736745108708,-58.74121414760755,0.0,-679.3167246636592,56.89172982291576,-5.782852832163657,80.74878854542334,54.99599346894859,86.55277322463925,10.0,18.3,1649.3512996604736,-63.87341484460019,0.0,-432.3130196182391,50.08835533321746,-4.670305193326247,60.316280114370855,40.09306511818879,113.23190673707632
6,10.0,18.3,1912.7235281514536,-60.81876048673084,0.0,-576.2125953214023,50.30143274476314,0.7234706530232011,83.05274371433754,58.248364734352506,89.76344895751512,10.0,18.3,1601.2481687139775,-66.0458542876671,139.69164274898344,-395.89858869210866,47.54856181691043,11.664786605001373,63.88543522787351,39.21649914674607,109.41235204172811
7,10.0,18.3,1949.4020177841298,-58.90172567686783,0.0,-547.3733823199943,48.23835561810267,-0.6431015246373925,71.25864252979498,51.368085912032534,83.49964888916558,10.0,18.3,1776.185139491745,-62.4756383563589,0.0,-410.83494073160375,43.87846511978126,3.0934475992303185,71.03010762752747,38.55675490939183,94.78405068585293
8,10.0,18.3,1943.900344140011,-56.7283573112944,0.0,-630.1252586018692,51.791235762957655,0.32632438468050706,63.13882837623307,51.297264234920135,77.30767837343477,10.0,18.3,1845.0607146044551,-61.95522006190235,0.0,-512.2522946621061,47.71834267598839,-1.3007010545859687,62.841326584630224,42.75013856732411,95.68323613183703
9,10.0,18.3,1963.8778694644425,-48.82394774432635,0.0,-834.2957411584371,53.30223652025737,16.260485278889007,59.73076804873897,55.633953748110294,67.18595137811545,10.0,18.3,1907.5158380036432,-56.05664255047923,0.0,-473.4779827529453,40.76045072976905,10.427457652992311,64.480051990056,50.89163468742944,52.741329576407445
